POSTCODE	POSTCODE_EIND	AANSLUITINGEN_AANTAL	PRODUCTSOORT	SJA_TOTAAL	SJA_GEMIDDELD	POSTCODE_AANTAL
4001AX	4001AZ	18	ELK	69718	3873,22	2
4001AX	4001BB	22	GAS	42936	1951,64	4
4001BA	4001BB	24	ELK	178069	7419,54	2
4001BC	4001BC	31	ELK	143751	4637,13	1
4001BC	4001BC	13	GAS	51796	3984,31	1
4001BD	4001BD	52	ELK	129376	2488,00	1
4001BD	4001BD	45	GAS	40220	893,78	1
4001BE	4001BE	46	ELK	129293	2810,72	1
4001BE	4001BE	36	GAS	54446	1512,39	1
4001BG	4001BH	47	ELK	240327	5113,34	2
4001BG	4001BH	14	GAS	38836	2774,00	2
4001BJ	4001BJ	13	ELK	18118	1393,69	1
4001BJ	4001BJ	12	GAS	7764	647,00	1
4001CA	4001CA	15	ELK	133912	8927,47	1
4001CA	4001CA	13	GAS	20830	1602,31	1
4001CB	4001CC	13	ELK	48405	3723,46	2
4001CB	4001CC	13	GAS	30160	2320,00	2
4001CD	4001CD	11	ELK	71087	6462,45	1
4001CD	4001CD	12	GAS	32003	2666,92	1
4001CE	4001CE	15	ELK	109598	7306,53	1
4001CE	4001CE	14	GAS	71731	5123,64	1
4001CG	4001CG	14	ELK	34897	2492,64	1
4001CG	4001CG	14	GAS	16912	1208,00	1
4001CH	4001CH	28	ELK	128126	4575,93	1
4001CH	4001CH	27	GAS	26070	965,56	1
4001CJ	4001CJ	18	ELK	51396	2855,33	1
4001CJ	4001CJ	17	GAS	24347	1432,18	1
4001CK	4001CK	20	ELK	68664	3433,20	1
4001CK	4001CK	18	GAS	19966	1109,22	1
4001CL	4001CL	20	ELK	71659	3582,95	1
4001CL	4001CL	20	GAS	32324	1616,20	1
4001CM	4001CM	11	ELK	33960	3087,27	1
4001CM	4001CM	11	GAS	19970	1815,45	1
4001CN	4001CP	25	ELK	130831	5233,24	2
4001CN	4001CP	23	GAS	54221	2357,43	2
4001CR	4001CR	18	ELK	62384	3465,78	1
4001CR	4001CR	17	GAS	19474	1145,53	1
4001CS	4001CS	14	ELK	50808	3629,14	1
4001CS	4001CS	14	GAS	18378	1312,71	1
4001CT	4001CT	26	ELK	73220	2816,15	1
4001CT	4001CT	25	GAS	28969	1158,76	1
4001CV	4001CV	21	ELK	95795	4561,67	1
4001CV	4001CV	21	GAS	40268	1917,52	1
4001CW	4001CW	17	ELK	68405	4023,82	1
4001CW	4001CW	17	GAS	31689	1864,06	1
4001CX	4001DA	21	ELK	63006	3000,29	2
4001CX	4001DA	20	GAS	17032	851,60	2
4001DB	4001DC	24	ELK	70701	2945,88	2
4001DB	4001DC	24	GAS	40507	1687,79	2
4001DD	4001DD	19	ELK	68533	3607,00	1
4001DD	4001DD	18	GAS	14972	831,78	1
4001DE	4001DE	19	ELK	33918	1785,16	1
4001DE	4001DE	19	GAS	18654	981,79	1
4001DG	4001DG	24	ELK	36558	1523,25	1
4001DG	4001DG	22	GAS	21272	966,91	1
4001DH	4001DH	22	ELK	57493	2613,32	1
4001DH	4001DH	22	GAS	23508	1068,55	1
4001DJ	4001DJ	26	ELK	80627	3101,04	1
4001DJ	4001DJ	23	GAS	24639	1071,26	1
4001DK	4001DK	21	ELK	69844	3325,90	1
4001DK	4001DK	19	GAS	25047	1318,26	1
4001DL	4001DL	29	ELK	86078	2968,21	1
4001DL	4001DL	27	GAS	24008	889,19	1
4001DM	4001DM	30	ELK	99965	3332,17	1
4001DM	4001DM	29	GAS	38240	1318,62	1
4001DN	4001DN	14	ELK	115880	8277,14	1
4001DN	4001DN	14	GAS	20210	1443,57	1
4001DP	4001DP	19	ELK	77964	4103,37	1
4001DP	4001DP	19	GAS	39867	2098,26	1
4001DR	4001DR	13	ELK	43980	3383,08	1
4001DR	4001DR	13	GAS	17706	1362,00	1
4001DS	4001DS	10	ELK	14068	1406,80	1
4001DS	4001DS	10	GAS	10740	1074,00	1
4001DT	4001DT	14	ELK	42095	3006,79	1
4001DT	4001DT	14	GAS	21562	1540,14	1
4001DV	4001DV	12	ELK	29801	2483,42	1
4001DV	4001DV	12	GAS	13038	1086,50	1
4001DW	4001DW	24	ELK	155827	6492,79	1
4001DW	4001DW	23	GAS	31881	1386,13	1
4001DX	4001DX	13	ELK	23547	1811,31	1
4001DX	4001DX	11	GAS	10273	933,91	1
4001DZ	4001DZ	14	ELK	31327	2237,64	1
4001DZ	4001DZ	14	GAS	12589	899,21	1
4001EA	4001EA	16	ELK	52678	3292,38	1
4001EA	4001EA	16	GAS	22629	1414,31	1
4001EB	4001EB	18	ELK	44210	2456,11	1
4001EB	4001EB	18	GAS	18449	1024,94	1
4001EC	4001EC	13	ELK	45029	3463,77	1
4001EC	4001EC	13	GAS	31408	2416,00	1
4001ED	4001ED	17	ELK	52143	3067,24	1
4001ED	4001ED	17	GAS	16174	951,41	1
4001EE	4001EE	25	ELK	103342	4133,68	1
4001EE	4001EE	23	GAS	30126	1309,83	1
4001EG	4001EG	26	ELK	52336	2012,92	1
4001EG	4001EG	25	GAS	20254	810,16	1
4001EH	4001EH	10	ELK	24462	2446,20	1
4001EH	4001EH	10	GAS	8376	837,60	1
4001EL	4001EM	15	ELK	41297	2753,13	2
4001EL	4001EM	15	GAS	15932	1062,13	2
4001EN	4001EN	87	ELK	122344	1406,25	1
4001EN	4001EN	85	GAS	49737	585,14	1
4001EP	4001EP	35	ELK	92068	2630,51	1
4001EP	4001EP	35	GAS	40706	1163,03	1
4001ER	4001ER	14	ELK	39014	2786,71	1
4001ER	4001ER	13	GAS	13033	1002,54	1
4001ES	4001ET	35	ELK	93304	2665,83	2
4001ES	4001ET	31	GAS	37953	1224,29	2
4001EV	4001EV	33	ELK	186527	5652,33	1
4001EV	4001EV	31	GAS	36441	1175,52	1
4001EW	4001EW	19	ELK	51464	2708,63	1
4001EW	4001EW	19	GAS	16094	847,05	1
4001EX	4001EX	19	ELK	62976	3314,53	1
4001EX	4001EX	19	GAS	12455	655,53	1
4001EZ	4001EZ	14	ELK	39935	2852,50	1
4001EZ	4001EZ	13	GAS	10400	800,00	1
4001GA	4001GA	13	ELK	18982	1460,15	1
4001GA	4001GA	13	GAS	13975	1075,00	1
4001GB	4001GB	12	ELK	21357	1779,75	1
4001GB	4001GB	12	GAS	6951	579,25	1
4001GC	4001GC	16	ELK	44772	2798,25	1
4001GC	4001GC	16	GAS	14261	891,31	1
4001GD	4001GE	29	ELK	60764	2095,31	2
4001GD	4001GE	28	GAS	35013	1250,46	2
4001GG	4001GG	11	ELK	14333	1303,00	1
4001GG	4001GH	18	GAS	20807	1155,94	2
4001GH	4001GJ	31	ELK	91228	2942,84	2
4001GJ	4001GJ	22	GAS	20883	949,23	1
4001GK	4001GK	20	ELK	68200	3410,00	1
4001GK	4001GK	17	GAS	16311	959,47	1
4001GL	4001GM	21	ELK	52797	2514,14	2
4001GM	4001GM	20	GAS	22200	1110,00	1
4001GN	4001GN	15	ELK	56153	3743,53	1
4001GN	4001GN	14	GAS	14985	1070,36	1
4001GP	4001GP	13	ELK	32439	2495,31	1
4001GP	4001GP	11	GAS	11105	1009,55	1
4001GR	4001GR	14	ELK	22978	1641,29	1
4001GR	4001GR	14	GAS	11809	843,50	1
4001GS	4001GT	26	ELK	53711	2065,81	2
4001GS	4001GT	26	GAS	26760	1029,23	2
4001GV	4001GW	20	ELK	57534	2876,70	2
4001GV	4001GW	19	GAS	12230	643,68	2
4001HA	4001HA	15	ELK	70315	4687,67	1
4001HA	4001HA	13	GAS	23092	1776,31	1
4001HB	4001HB	22	ELK	64394	2927,00	1
4001HB	4001HB	21	GAS	29560	1407,62	1
4001HC	4001HC	17	ELK	64973	3821,94	1
4001HC	4001HC	16	GAS	19981	1248,81	1
4001HD	4001HG	33	ELK	155131	4700,94	2
4001HD	4001HG	30	GAS	57297	1909,90	2
4001HH	4001HH	16	ELK	64134	4008,38	1
4001HH	4001HH	16	GAS	23627	1476,69	1
4001HJ	4001HK	39	ELK	72536	1859,90	2
4001HJ	4001HK	38	GAS	30352	798,74	2
4001HL	4001HL	16	ELK	38276	2392,25	1
4001HL	4001HL	15	GAS	17222	1148,13	1
4001HM	4001HM	15	ELK	42498	2833,20	1
4001HM	4001HM	15	GAS	22703	1513,53	1
4001HN	4001HN	22	ELK	59174	2689,73	1
4001HN	4001HN	22	GAS	25072	1139,64	1
4001HP	4001HP	27	ELK	80046	2964,67	1
4001HP	4001HP	25	GAS	37064	1482,56	1
4001HR	4001HR	42	ELK	120997	2880,88	1
4001HR	4001HR	23	GAS	26017	1131,17	1
4001HS	4001HS	24	ELK	72014	3000,58	1
4001HS	4001HS	21	GAS	26305	1252,62	1
4001HT	4001HT	20	ELK	91017	4550,85	1
4001HT	4001HT	19	GAS	23807	1253,00	1
4001HV	4001HV	24	ELK	71000	2958,33	1
4001HV	4001HV	23	GAS	36709	1596,04	1
4001HW	4001HW	21	ELK	64038	3049,43	1
4001HW	4001HW	19	GAS	23387	1230,89	1
4001HX	4001HX	22	ELK	50861	2311,86	1
4001HX	4001HX	19	GAS	20744	1091,79	1
4001HZ	4001HZ	25	ELK	52681	2107,24	1
4001HZ	4001HZ	25	GAS	28842	1153,68	1
4001JA	4001JA	21	ELK	72743	3463,95	1
4001JA	4001JA	20	GAS	25154	1257,70	1
4001JB	4001JB	23	ELK	69229	3009,96	1
4001JB	4001JB	23	GAS	35692	1551,83	1
4001JC	4001JD	36	ELK	98998	2749,94	2
4001JC	4001JS	25	GAS	27874	1114,96	2
4001JE	4001JE	40	ELK	92747	2318,68	1
4001JG	4001JG	38	ELK	84261	2217,39	1
4001JS	4001JS	21	ELK	74453	3545,38	1
4001JT	4001JT	25	ELK	184035	7361,40	1
4001JT	4001JT	25	GAS	42224	1688,96	1
4001JV	4001JV	16	ELK	63846	3990,38	1
4001JV	4001JV	16	GAS	21889	1368,06	1
4001JW	4001JW	56	ELK	144318	2577,11	1
4001JW	4001JW	53	GAS	47400	894,34	1
4001JX	4001JX	16	ELK	58248	3640,50	1
4001JX	4001JX	14	GAS	22273	1590,93	1
4001JZ	4001JZ	14	ELK	56682	4048,71	1
4001JZ	4001JZ	13	GAS	12498	961,38	1
4001KA	4001KA	25	ELK	62150	2486,00	1
4001KA	4001KA	25	GAS	30652	1226,08	1
4001KB	4001KB	18	ELK	43976	2443,11	1
4001KB	4001KB	17	GAS	17283	1016,65	1
4001KC	4001KD	24	ELK	68851	2868,79	2
4001KC	4001KD	23	GAS	28724	1248,87	2
4001KE	4001KE	19	ELK	115425	6075,00	1
4001KE	4001KE	16	GAS	19546	1221,63	1
4001KG	4001KG	17	ELK	167043	9826,06	1
4001KG	4001KG	15	GAS	17353	1156,87	1
4001KH	4001KH	25	ELK	51587	2063,48	1
4001KH	4001KH	24	GAS	15520	646,67	1
4001KJ	4001KJ	23	ELK	50111	2178,74	1
4001KJ	4001KJ	21	GAS	21208	1009,90	1
4001KK	4001KK	15	ELK	28693	1912,87	1
4001KK	4001KK	15	GAS	11013	734,20	1
4001KL	4001KL	15	ELK	100985	6732,33	1
4001KL	4001KL	12	GAS	29884	2490,33	1
4001KM	4001KM	23	ELK	79624	3461,91	1
4001KM	4001KM	21	GAS	18009	857,57	1
4001KN	4001KN	25	ELK	41214	1648,56	1
4001KN	4001KN	24	GAS	20411	850,46	1
4001KP	4001KP	26	ELK	71587	2753,35	1
4001KP	4001KP	24	GAS	22917	954,88	1
4001KR	4001KR	25	ELK	93687	3747,48	1
4001KR	4001KR	16	GAS	16562	1035,13	1
4001KS	4001KS	24	ELK	60821	2534,21	1
4001KS	4001KS	22	GAS	29031	1319,59	1
4001KT	4001KT	17	ELK	44224	2601,41	1
4001KT	4001KT	17	GAS	16125	948,53	1
4001KV	4001KV	16	ELK	21786	1361,63	1
4001KV	4001KV	16	GAS	11679	729,94	1
4001KW	4001KW	71	ELK	191171	2692,55	1
4001KW	4001KW	64	GAS	69266	1082,28	1
4001KX	4001KZ	42	ELK	331326	7888,71	2
4001KX	4001KZ	35	GAS	31692	905,49	2
4001LA	4001LA	11	ELK	35341	3212,82	1
4001LA	4001LB	22	GAS	32578	1480,82	2
4001LB	4001LB	16	ELK	99921	6245,06	1
4001LC	4001LC	18	ELK	108097	6005,39	1
4001LC	4001LC	12	GAS	24092	2007,67	1
4001LD	4001LD	20	ELK	47452	2372,60	1
4001LD	4001LD	19	GAS	32850	1728,95	1
4001LE	4001LE	28	ELK	323819	11564,96	1
4001LE	4001LE	21	GAS	44731	2130,05	1
4001LG	4001LG	22	ELK	184644	8392,91	1
4001LG	4001LG	15	GAS	44008	2933,87	1
4001LH	4001LH	18	ELK	242476	13470,89	1
4001LH	4001LH	14	GAS	36335	2595,36	1
4001LJ	4001LJ	37	ELK	256089	6921,32	1
4001LJ	4001LJ	33	GAS	62313	1888,27	1
4001LK	4001LL	26	ELK	105012	4038,92	2
4001LK	4001LL	20	GAS	22310	1115,50	2
4001LM	4001LN	67	ELK	238846	3564,87	2
4001LM	4001LN	61	GAS	65047	1066,34	2
4001LP	4001LP	11	ELK	27570	2506,36	1
4001LP	4001LP	10	GAS	11319	1131,90	1
4001LR	4001LR	29	ELK	41459	1429,62	1
4001LR	4001LR	28	GAS	17172	613,29	1
4001LS	4001LS	23	ELK	170972	7433,57	1
4001LS	4001LS	15	GAS	24310	1620,67	1
4001LT	4001LT	10	ELK	127992	12799,20	1
4001LT	4001LV	11	GAS	20590	1871,82	2
4001LV	4001LX	69	ELK	274901	3984,07	3
4001LW	4001LX	48	GAS	30416	633,67	2
4001LZ	4001LZ	52	ELK	189315	3640,67	1
4001LZ	4001LZ	30	GAS	20860	695,33	1
4001MA	4001MA	34	ELK	92618	2724,06	1
4001MA	4001MA	29	GAS	28905	996,72	1
4001MB	4001MB	64	ELK	139516	2179,94	1
4001MB	4001MB	60	GAS	53643	894,05	1
4001MC	4001MC	37	ELK	172377	4658,84	1
4001MC	4001MC	31	GAS	80769	2605,45	1
4001MD	4001MD	40	ELK	168530	4213,25	1
4001MD	4001MD	37	GAS	39073	1056,03	1
4001ME	4001ME	22	ELK	100309	4559,50	1
4001ME	4001ME	19	GAS	29010	1526,84	1
4001MG	4001MG	64	ELK	135285	2113,83	1
4001MG	4001MG	60	GAS	51731	862,18	1
4001MH	4001MJ	25	ELK	79680	3187,20	2
4001MH	4001MJ	17	GAS	19243	1131,94	2
4001ML	4001ML	22	ELK	37787	1717,59	1
4001ML	4001ML	22	GAS	16813	764,23	1
4001MN	4001MN	20	ELK	54185	2709,25	1
4001MN	4001MN	20	GAS	25432	1271,60	1
4001MP	4001MP	18	ELK	51809	2878,28	1
4001MP	4001MP	18	GAS	19354	1075,22	1
4001MR	4001MR	20	ELK	45777	2288,85	1
4001MR	4001MR	18	GAS	19041	1057,83	1
4001MS	4001MS	31	ELK	66189	2135,13	1
4001MS	4001MS	25	GAS	22571	902,84	1
4001MV	4001MV	86	ELK	169632	1972,47	1
4001MV	4001MV	19	GAS	25445	1339,21	1
4001MW	4001MZ	10	ELK	76784	7678,40	3
4001MX	4001NB	34	GAS	59244	1742,47	3
4001NA	4001NB	39	ELK	136755	3506,54	2
4001NC	4001ND	31	ELK	154555	4985,65	2
4001NC	4001ND	27	GAS	37118	1374,74	2
4001NE	4001NE	13	ELK	136559	10504,54	1
4001NE	4001NE	12	GAS	48233	4019,42	1
4001NG	4001NG	34	ELK	202336	5951,06	1
4001NG	4001NG	30	GAS	25841	861,37	1
4001NH	4001NK	31	ELK	187360	6043,87	3
4001NH	4001NK	27	GAS	32320	1197,04	2
4001NL	4001NL	24	ELK	59634	2484,75	1
4001NL	4001NL	23	GAS	24063	1046,22	1
4001NM	4001NM	56	ELK	115878	2069,25	1
4001NM	4001NM	37	GAS	40609	1097,54	1
4001NN	4001NP	17	ELK	50341	2961,24	2
4001NN	4001NP	15	GAS	17489	1165,93	2
4001NR	4001NR	21	ELK	83846	3992,67	1
4001NR	4001NR	19	GAS	21825	1148,68	1
4001NS	4001NS	18	ELK	52861	2936,72	1
4001NS	4001NS	15	GAS	16692	1112,80	1
4001NT	4001NT	13	ELK	52734	4056,46	1
4001NT	4001NT	12	GAS	14631	1219,25	1
4001NV	4001NV	15	ELK	24597	1639,80	1
4001NV	4001NV	14	GAS	13209	943,50	1
4001NW	4001NW	24	ELK	49664	2069,33	1
4001NW	4001NW	23	GAS	11596	504,17	1
4001NX	4001NZ	15	ELK	61386	4092,40	2
4001NX	4001NZ	13	GAS	19434	1494,92	2
4001PA	4001PC	33	ELK	348757	10568,39	3
4001PA	4001PC	24	GAS	45579	1899,13	3
4001PZ	4001RB	20	ELK	103037	5151,85	3
4001RC	4001RC	28	ELK	61968	2213,14	1
4001RC	4001RC	25	GAS	38761	1550,44	1
4001RD	4001RD	12	ELK	36214	3017,83	1
4001RD	4001RD	11	GAS	14169	1288,09	1
4001RE	4001RE	14	ELK	49925	3566,07	1
4001RE	4001RE	14	GAS	12887	920,50	1
4001RG	4001RG	12	ELK	28506	2375,50	1
4001RG	4001RG	12	GAS	12730	1060,83	1
4001RH	4001RH	10	ELK	29017	2901,70	1
4001RH	4001RK	25	GAS	37585	1503,40	3
4001RJ	4001RK	24	ELK	71989	2999,54	2
4001RL	4001RL	28	ELK	57195	2042,68	1
4001RL	4001RL	26	GAS	32059	1233,04	1
4001RM	4001RN	49	ELK	118051	2409,20	2
4001RM	4001RN	22	GAS	54935	2497,05	2
4001RP	4001RP	22	ELK	99121	4505,50	1
4001RP	4001RP	17	GAS	41918	2465,76	1
4001RR	4001RS	26	ELK	77409	2977,27	2
4001RR	4001RS	22	GAS	26751	1215,95	2
4001RT	4001RV	27	ELK	85248	3157,33	2
4001RT	4001RV	24	GAS	25223	1050,96	2
4001RW	4001RW	26	ELK	73195	2815,19	1
4001RW	4001RW	22	GAS	24163	1098,32	1
4001RX	4001RX	67	ELK	113568	1695,04	1
4001RZ	4001RZ	68	ELK	135739	1996,16	1
4001SB	4001SB	48	ELK	126627	2638,06	1
4001SB	4001SB	42	GAS	37651	896,45	1
4001SC	4001SC	20	ELK	50130	2506,50	1
4001SC	4001SC	19	GAS	24669	1298,37	1
4001SG	4001SG	18	ELK	35538	1974,33	1
4001SG	4001SG	18	GAS	18410	1022,78	1
4001SH	4001SH	21	ELK	52628	2506,10	1
4001SH	4001SH	21	GAS	20780	989,52	1
4001SJ	4001SJ	17	ELK	36933	2172,53	1
4001SJ	4001SJ	16	GAS	24415	1525,94	1
4001SK	4001SK	17	ELK	42329	2489,94	1
4001SK	4001SK	16	GAS	23699	1481,19	1
4001SL	4001SL	20	ELK	58820	2941,00	1
4001SL	4001SL	18	GAS	21367	1187,06	1
4001SM	4001SM	15	ELK	41916	2794,40	1
4001SM	4001SN	21	GAS	25064	1193,52	2
4001SN	4001SN	13	ELK	28710	2208,46	1
4001SP	4001SR	24	ELK	58227	2426,13	2
4001SP	4001SR	24	GAS	34473	1436,38	2
4001ST	4001ST	19	ELK	35869	1887,84	1
4001ST	4001ST	19	GAS	16282	856,95	1
4001TA	4001TA	15	ELK	47237	3149,13	1
4001TA	4001TA	15	GAS	20489	1365,93	1
4001TB	4001TB	12	ELK	24396	2033,00	1
4001TB	4001TB	12	GAS	16862	1405,17	1
4001TE	4001TH	21	ELK	104708	4986,10	2
4001TE	4001TH	20	GAS	27368	1368,40	2
4001TJ	4001TJ	14	ELK	62807	4486,21	1
4001TJ	4001TJ	15	GAS	61763	4117,53	1
4001TK	4001TK	12	ELK	26148	2179,00	1
4001TK	4001TK	12	GAS	13778	1148,17	1
4001TL	4001TL	16	ELK	42559	2659,94	1
4001TL	4001TL	15	GAS	20675	1378,33	1
4001TM	4001TM	11	ELK	19402	1763,82	1
4001TM	4001TM	11	GAS	10163	923,91	1
4001VB	4001VB	14	ELK	52071	3719,36	1
4001VB	4001VB	14	GAS	20892	1492,29	1
4001VC	4001VC	14	ELK	58714	4193,86	1
4001VC	4001VC	13	GAS	18145	1395,77	1
4001VD	4001VD	17	ELK	27983	1646,06	1
4001VD	4001VD	16	GAS	14550	909,38	1
4001VE	4001VE	21	ELK	42275	2013,10	1
4001VE	4001VE	20	GAS	20383	1019,15	1
4001VG	4001VG	21	ELK	38178	1818,00	1
4001VG	4001VG	20	GAS	16994	849,70	1
4001VH	4001VH	25	ELK	49606	1984,24	1
4001VH	4001VH	24	GAS	18025	751,04	1
4001VJ	4001VJ	25	ELK	43356	1734,24	1
4001VJ	4001VJ	24	GAS	17881	745,04	1
4001VK	4001VK	10	ELK	81348	8134,80	1
4001VK	4001VL	24	GAS	51933	2163,88	2
4001VL	4001VL	16	ELK	64881	4055,06	1
4001VM	4001VN	16	ELK	59682	3730,13	2
4001VM	4001VN	15	GAS	23606	1573,73	2
4001VP	4001VS	14	ELK	118267	8447,64	3
4001VS	4001VT	34	GAS	39803	1170,68	2
4001VT	4001VT	25	ELK	55730	2229,20	1
4001VV	4001VV	18	ELK	125453	6969,61	1
4001VV	4001VV	17	GAS	71836	4225,65	1
4001WB	4001WB	15	ELK	69510	4634,00	1
4001WB	4001WB	14	GAS	20882	1491,57	1
4001WC	4001WC	14	ELK	32333	2309,50	1
4001WC	4001WC	14	GAS	13704	978,86	1
4001WD	4001WD	20	ELK	67765	3388,25	1
4001WD	4001WD	19	GAS	27617	1453,53	1
4001WE	4001WH	24	ELK	93762	3906,75	2
4001WE	4001WH	22	GAS	64787	2944,86	3
4001WJ	4001WJ	14	ELK	46942	3353,00	1
4001WJ	4001WJ	13	GAS	27032	2079,38	1
4001WK	4001WK	14	ELK	30883	2205,93	1
4001WK	4001WK	14	GAS	15478	1105,57	1
4001WL	4001WL	13	ELK	35903	2761,77	1
4001WL	4001WL	13	GAS	14670	1128,46	1
4001WN	4001WN	21	ELK	56925	2710,71	1
4001WN	4001WN	20	GAS	24225	1211,25	1
4001WP	4001WP	11	ELK	34719	3156,27	1
4001WP	4001WP	10	GAS	10323	1032,30	1
4001WV	4001XA	25	ELK	76858	3074,32	3
4001XA	4001XA	19	GAS	24711	1300,58	1
4001XB	4001XB	20	ELK	48176	2408,80	1
4001XB	4001XB	20	GAS	21610	1080,50	1
4001XC	4001XC	20	ELK	56900	2845,00	1
4001XC	4001XC	20	GAS	18419	920,95	1
4001XD	4001XD	12	ELK	44426	3702,17	1
4001XD	4001XD	12	GAS	10984	915,33	1
4001XE	4001XG	31	ELK	74769	2411,90	2
4001XE	4001XE	10	GAS	28943	2894,30	1
4001XG	4001XG	21	GAS	29655	1412,14	1
4001XH	4001XH	78	ELK	298029	3820,88	1
4001XJ	4001XJ	20	ELK	73739	3686,95	1
4001XJ	4001XJ	19	GAS	33723	1774,89	1
4001XK	4001XL	63	ELK	121324	1925,78	2
4001XK	4001XL	61	GAS	46114	755,97	2
4001XM	4001XM	33	ELK	98300	2978,79	1
4001XM	4001XM	30	GAS	46883	1562,77	1
4001XN	4001ZB	20	ELK	41555	2077,75	3
4001XN	4001ZB	20	GAS	17674	883,70	3
4001ZC	4001ZD	23	ELK	70307	3056,83	2
4001ZC	4001ZD	20	GAS	11889	594,45	2
4001ZE	4001ZG	26	ELK	82067	3156,42	2
4001ZE	4001ZG	20	GAS	19749	987,45	2
4001ZH	4001ZJ	30	ELK	102416	3413,87	2
4001ZK	4001ZK	21	ELK	33516	1596,00	1
4001ZK	4001ZK	21	GAS	24527	1167,95	1
4001ZL	4001ZL	18	ELK	39739	2207,72	1
4001ZL	4001ZL	18	GAS	18008	1000,44	1
4001ZM	4001ZM	19	ELK	68213	3590,16	1
4001ZM	4001ZM	19	GAS	19216	1011,37	1
4001ZN	4001ZN	15	ELK	62935	4195,67	1
4001ZN	4002AA	18	GAS	25193	1399,61	2
4001ZP	4002AA	25	ELK	103536	4141,44	2
4002AB	4002AB	18	ELK	105766	5875,89	1
4002AB	4002AB	16	GAS	33970	2123,13	1
4002AC	4002AC	16	ELK	109066	6816,63	1
4002AC	4002AC	15	GAS	28545	1903,00	1
4002AD	4002AD	19	ELK	78034	4107,05	1
4002AD	4002AD	18	GAS	26336	1463,11	1
4002AE	4002AE	70	ELK	113726	1624,66	1
4002AE	4002AE	66	GAS	45360	687,27	1
4002AH	4002AJ	20	ELK	133300	6665,00	2
4002AH	4002AJ	17	GAS	34860	2050,59	2
4002AK	4002AK	15	ELK	59640	3976,00	1
4002AK	4002AK	15	GAS	23814	1587,60	1
4002AL	4002AL	21	ELK	66623	3172,52	1
4002AL	4002AL	20	GAS	30287	1514,35	1
4002AN	4002AN	15	ELK	40691	2712,73	1
4002AN	4002AN	15	GAS	18854	1256,93	1
4002AP	4002AP	16	ELK	46472	2904,50	1
4002AP	4002AP	15	GAS	19142	1276,13	1
4002AR	4002AR	24	ELK	110345	4597,71	1
4002AR	4002AR	22	GAS	28140	1279,09	1
4002AS	4002AS	17	ELK	64640	3802,35	1
4002AS	4002AS	16	GAS	22639	1414,94	1
4002AT	4002AT	29	ELK	109070	3761,03	1
4002AT	4002AT	28	GAS	37518	1339,93	1
4002AV	4002AV	17	ELK	55886	3287,41	1
4002AV	4002AV	17	GAS	24383	1434,29	1
4002AW	4002AW	34	ELK	131183	3858,32	1
4002AW	4002AW	29	GAS	41887	1444,38	1
4002AX	4002AZ	18	ELK	128775	7154,17	2
4002AX	4002AZ	19	GAS	72552	3818,53	2
4002GB	4002GB	22	ELK	70532	3206,00	1
4002GB	4002GB	22	GAS	28267	1284,86	1
4002GC	4002GC	15	ELK	42982	2865,47	1
4002GC	4002GC	15	GAS	11925	795,00	1
4002GD	4002GD	11	ELK	40461	3678,27	1
4002GD	4002GD	11	GAS	10556	959,64	1
4002GE	4002GE	24	ELK	63717	2654,88	1
4002GE	4002GE	24	GAS	22921	955,04	1
4002GG	4002GG	25	ELK	78010	3120,40	1
4002GG	4002GG	25	GAS	24148	965,92	1
4002GH	4002GH	21	ELK	70099	3338,05	1
4002GH	4002GH	20	GAS	25486	1274,30	1
4002GJ	4002GJ	26	ELK	108703	4180,88	1
4002GJ	4002GJ	25	GAS	24071	962,84	1
4002GK	4002GK	12	ELK	37589	3132,42	1
4002GK	4002GK	11	GAS	11262	1023,82	1
4002GL	4002GL	25	ELK	81968	3278,72	1
4002GL	4002GL	25	GAS	22585	903,40	1
4002GM	4002GM	28	ELK	80864	2888,00	1
4002GM	4002GM	28	GAS	26976	963,43	1
4002GN	4002GN	25	ELK	57734	2309,36	1
4002GN	4002GN	25	GAS	26001	1040,04	1
4002GP	4002GP	18	ELK	40151	2230,61	1
4002GP	4002GP	18	GAS	15358	853,22	1
4002GR	4002GR	24	ELK	87604	3650,17	1
4002GR	4002GR	24	GAS	23040	960,00	1
4002GS	4002GS	25	ELK	75420	3016,80	1
4002GS	4002GS	25	GAS	23834	953,36	1
4002GT	4002GT	26	ELK	82794	3184,38	1
4002GT	4002GT	23	GAS	23555	1024,13	1
4002GV	4002GV	17	ELK	72155	4244,41	1
4002GV	4002GV	16	GAS	18078	1129,88	1
4002GW	4002GW	25	ELK	77662	3106,48	1
4002GW	4002GW	21	GAS	22725	1082,14	1
4002GZ	4002GZ	12	ELK	35902	2991,83	1
4002GZ	4002GZ	11	GAS	13063	1187,55	1
4002HA	4002HA	19	ELK	182860	9624,21	1
4002HA	4002HA	18	GAS	27518	1528,78	1
4002HB	4002HC	25	ELK	164157	6566,28	2
4002HB	4002HC	23	GAS	51491	2238,74	2
4002HD	4002HD	16	ELK	87799	5487,44	1
4002HD	4002HD	16	GAS	32561	2035,06	1
4002HE	4002HG	24	ELK	87234	3634,75	2
4002HE	4002HG	23	GAS	21805	948,04	2
4002WB	4002WC	26	ELK	92643	3563,19	2
4002WB	4002WC	26	GAS	49021	1885,42	2
4002WD	4002WD	14	ELK	53148	3796,29	1
4002WD	4002WD	14	GAS	18973	1355,21	1
